Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Дисненский уезд > Иказнь [55.62222,27.25833]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Дисненский уезд > Козяны [55.29778,26.86056]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Дисненский уезд > Лужки [55.35444,27.87222]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Дисненский уезд > Ново-Шарковщизна [55.36667,27.46667]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Дисненский уезд > Новый Погост [55.49583,27.475]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Дисненский уезд > Перебродье [55.62444,27.39389]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Дисненский уезд > Плисса [55.22139,27.95361]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Дисненский уезд > Поставы [55.11667,26.83333]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Лидский уезд > Белица [53.65,25.31667]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Лидский уезд > Василишки [53.78333,24.85]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Лидский уезд > Вороново [54.15,25.31667]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Лидский уезд > Еишишки [54.16944,24.99722]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Лидский уезд > Жирмуны [54.01917,25.22056]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Лидский уезд > Жолудок [53.6,24.98333]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Лидский уезд > Ищольно (Ищолна) [53.665,24.87722]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Лидский уезд > Лида [53.88722,25.30278]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Лидский уезд > Новый Двор [53.81639,24.55611]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Лидский уезд > Орля [53.510968,24.9697566]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Лидский уезд > Острино [53.73,24.52917]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Лидский уезд > Радунь [54.04806,24.99583]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Лидский уезд > Рожанки [54.04806,24.99583]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Лидский уезд > Щучин [53.61667,24.73333]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Ошмянский уезд > Беница [54.3519389,26.5408306]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Ошмянский уезд > Бакшты [54.1595582,26.0074297]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Ошмянский уезд > Вишнев [54.7173333,26.5243083]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Ошмянский уезд > Воложино [54.08333,26.51667]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Ошмянский уезд > Дзевенишки [54.19444,25.625]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Ошмянский уезд > Заскевичи [54.39,26.59694]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Ошмянский уезд > Ивье [53.91667,25.76667]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Ошмянский уезд > Крево [54.310375,26.2865472]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Ошмянский уезд > Липники [55.0785882,26.8673014]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Ошмянский уезд > Лоск [54.26583,26.4375]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Ошмянский уезд > Ольшаны [52.075995,27.347028]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Ошмянский уезд > Ошмяны [54.41667,25.91667]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Ошмянский уезд > Слободка [54.55194,25.90778]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Ошмянский уезд > Словенск [54.1491709,26.3635505]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Ошмянский уезд > Сморгонь [54.48361,26.4]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Ошмянский уезд > Солы [54.5095722,26.1917778]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Ошмянский уезд > Субботники [54.09361,25.75]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Ошмянский уезд > Трабы [54.15889,25.90667]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Свенцянский уезд > Давгелишки [55.369,26.297]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Свенцянский уезд > Жодзишки [54.6242778,26.44306]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Свенцянский уезд > Камелишки [54.736496,24.8347593]
